1	6427	
1	24553	
1	26195	4130	
1	962	
1	524	
1	33236	
1	2642	
1	33236	
1	2149	23850	982	
1	1308	30003	841	841	
1	7264	
1	18142	
1	2642	6069	791	
1	2075	
1	29743	2757	21082	
1	24553	
1	2642	
1	6427	
1	24553	
1	35300	
1	1056	2880	
1	1328	
1	35612	2152	
1	257	
1	672	
1	1328	
1	5848	
1	24171	27058	
1	1328	
1	2166	
1	25697	2184	1874	24004	
1	2642	
1	2642	
1	22855	425	
1	7264	
1	33236	2642	
1	1188	7012	
1	2817	24553	
1	690	680	
1	1793	3193	6832	
1	1328	
1	6788	
1	2642	
1	2342	
1	1511	
1	38048	
1	6788	
2	32271	2555	
2	3470	
2	24536	
2	13460	
2	3827	12568	
2	4047	
2	4389	
2	3974	8239	
2	8927	
2	24536	
2	3921	
2	22681	1705	5843	8027	
2	24536	
2	6998	3115	3931	12568	
2	5190	1285	
2	24536	
2	32918	5843	
2	17737	
2	13878	
2	24536	1028	27055	
2	21548	
2	12568	
2	16451	5150	6331	4359	3849	
2	7010	13878	
2	5100	
2	8201	
2	8027	
2	24536	
2	22714	
2	1613	
2	3857	3767	27601	
2	1290	
2	24536	
2	29388	
2	1354	
2	24536	12568	2360	5187	
2	24536	1290	16347	
2	16926	4105	4047	
2	29388	16066	6919	
2	1354	
2	24536	
2	24536	11443	
2	7077	18273	
2	1028	
2	16506	3921	
2	1028	
2	1795	5243	
2	12568	
2	3818	758	18752	
2	24536	
2	12568	4291	758	
2	24536	
2	23704	
2	3495	18273	
2	1613	
2	10623	
2	18273	
2	827	11443	
2	9019	12568	1354	
3	29743	
3	2674	
3	928	34307	
3	1597	
3	2008	
3	22855	
3	2328	
3	34267	7436	
3	17525	13779	
3	6788	
3	6784	
3	1639	
3	6032	
3	22187	
3	6032	
3	31421	
3	2212	
3	12274	
3	6032	
3	12274	
3	6032	
3	1614	
3	12274	
3	29743	
3	6032	
3	22855	11731	
3	12274	
3	1643	
3	29156	
3	6032	
3	8697	
3	7784	1652	19031	
3	32038	2008	
3	1068	32123	26273	3232	1371	
3	20562	
3	5936	26010	
3	12274	
3	365	
3	29156	
3	5160	
3	12274	
3	37	
3	772	
3	12274	
3	2177	
3	6784	
3	3160	2177	3160	
3	22855	
3	35	575	
3	365	
3	1600	
3	365	
3	1808	
3	2845	1277	
3	7784	
3	6788	
3	34267	
3	19458	
3	1427	
3	36014	
3	8295	
3	6957	3646	
3	22916	
3	6788	
3	3256	
3	36012	
3	4329	
3	26476	
4	9322	
4	9322	
4	9322	
4	9322	
4	9322	
4	29329	9322	
4	7137	
4	29002	
4	3970	
4	9322	
4	1384	
4	7202	1384	
4	9322	
4	2255	
4	2255	
4	5685	9322	
4	5685	
4	5685	
4	12341	
4	9322	
4	17274	
4	9322	
4	4009	
4	9322	
4	24800	
4	4517	
4	9322	
4	9322	
